,Combinations,Inertia,Silhouette Score,Adjusted Rand Index,Adjusted Mutual Information
268,"['std', 'min', '50%', 'kurt']",195.642558101317,0.6623254549506153,0.9245973371191627,0.8791823037293219
269,"['std', 'min', '50%', 'skew']",221.84591337691603,0.5982151921321143,0.8691687588086523,0.7797154074845823
270,"['std', 'min', '75%', 'max']",257.596193762839,0.5292231196173105,0.6270754678305712,0.641231969181426
271,"['std', 'min', '75%', 'slope']",227.24531956370902,0.45612890261895606,0.5281649363501822,0.6633971022212767
272,"['std', 'min', '75%', 'kurt']",267.9405887992676,0.4539987014441091,0.5310927729903352,0.673116656777556
273,"['std', 'min', '75%', 'skew']",293.9717977806711,0.5271766102084589,0.8406893165887624,0.7338444683818428
274,"['std', 'min', 'max', 'slope']",274.58482428069334,0.4825652294118327,0.6087417580831299,0.6655656962524157
275,"['std', 'min', 'max', 'kurt']",311.4190453727451,0.4889094260013274,0.601189698007024,0.665616377134395
276,"['std', 'min', 'max', 'skew']",374.9651945068523,0.4418783126795655,0.5891793095524452,0.6260508705830995
277,"['std', 'min', 'slope', 'kurt']",245.0898946510778,0.6149741586746141,0.9007454743711427,0.8236219056683632
278,"['std', 'min', 'slope', 'skew']",268.57079509694347,0.5578192496057272,0.8236857365120199,0.7090526275227735
279,"['std', 'min', 'kurt', 'skew']",296.49802618492197,0.6184594086932024,0.8449268244220821,0.7199871605698294
280,"['std', '25%', '50%', '75%']",187.1421800748083,0.47985535283404185,0.506686820311927,0.6452349941631942
281,"['std', '25%', '50%', 'max']",244.89493531396795,0.49392360858044115,0.5623829856333653,0.6529268099385555
282,"['std', '25%', '50%', 'slope']",171.6274302055896,0.47397859643666906,0.5497438692934565,0.6780229913918927
283,"['std', '25%', '50%', 'kurt']",207.49354660221638,0.6430752995749133,0.8667351379091821,0.7769979819228263
284,"['std', '25%', '50%', 'skew']",233.39619662812638,0.5730620017562393,0.8128242182302549,0.702167713322978
285,"['std', '25%', '75%', 'max']",277.3468468946144,0.5143062088565045,0.6193030370542796,0.6100637581263624
286,"['std', '25%', '75%', 'slope']",241.91268473109452,0.44627508141232336,0.5172329061947516,0.6478488389394226
287,"['std', '25%', '75%', 'kurt']",279.1652268141531,0.5730074389108286,0.8728895644299046,0.7993351096425934
288,"['std', '25%', '75%', 'skew']",305.4323213976532,0.5054372187410157,0.8128242182302549,0.702167713322978
289,"['std', '25%', 'max', 'slope']",294.80496194888696,0.4598898848580551,0.5702467633664517,0.6171715991026023
290,"['std', '25%', 'max', 'kurt']",331.3945916714336,0.4673794005341808,0.5951902179376766,0.6401668689739883
291,"['std', '25%', 'max', 'skew']",392.00842051462706,0.4276025393982605,0.594886337763465,0.6119362694807557
292,"['std', '25%', 'slope', 'kurt']",256.01796686103717,0.5944570267148388,0.8499604422750084,0.7572580224321888
293,"['std', '25%', 'slope', 'skew']",281.42335716529226,0.5237527473950251,0.7383876835250226,0.63147949276768
294,"['std', '25%', 'kurt', 'skew']",310.0640052112894,0.5951378183159511,0.8091379068540572,0.6731583721075205
295,"['std', '50%', '75%', 'max']",293.2093325420808,0.5025309021130411,0.612293983483641,0.6071509565976826
296,"['std', '50%', '75%', 'slope']",266.946443138668,0.43528106541645595,0.5176180902252753,0.6479762917094999
297,"['std', '50%', '75%', 'kurt']",305.9349044836428,0.5455500292720824,0.8899718517379506,0.8211611425602873
298,"['std', '50%', '75%', 'skew']",330.2153494738628,0.46706157531904496,0.7329163895972413,0.6324948760507118
299,"['std', '50%', 'max', 'slope']",318.35479307939215,0.4550994966850529,0.5731681734180147,0.5981411237328376
300,"['std', '50%', 'max', 'kurt']",354.9221152094974,0.4552965930678772,0.587024502401362,0.6196631423063546
301,"['std', '50%', 'max', 'skew']",413.95354298905045,0.4044575941115516,0.5579173823056858,0.5778218732126047
302,"['std', '50%', 'slope', 'kurt']",285.14131856461756,0.5609779805015028,0.8168720845309768,0.7219737590287815
303,"['std', '50%', 'slope', 'skew']",308.2017387349704,0.49312582545726275,0.7128279134994299,0.6121414695750084
304,"['std', '50%', 'kurt', 'skew']",338.28769197628094,0.5615217299412424,0.7835807239747986,0.6565280577664763
305,"['std', '75%', 'max', 'slope']",353.3299429112241,0.45223938382347184,0.6236901482558016,0.6307724620911013
306,"['std', '75%', 'max', 'kurt']",386.3809080495923,0.4422720251218221,0.615827218821682,0.6461464059827812
307,"['std', '75%', 'max', 'skew']",436.0351676989266,0.390997074268262,0.5737054936470519,0.5906001036820661
308,"['std', '75%', 'slope', 'kurt']",358.847428709675,0.3814787844680198,0.5172329061947516,0.6478488389394226
309,"['std', '75%', 'slope', 'skew']",387.6271069377904,0.4490749127974556,0.7962825679334802,0.6775624398581321
310,"['std', '75%', 'kurt', 'skew']",412.58079591659765,0.49300783938644804,0.8252949783184426,0.7016027702984876
311,"['std', 'max', 'slope', 'kurt']",397.6787172853742,0.4075340301174785,0.5740890751688913,0.6142392885998381
312,"['std', 'max', 'slope', 'skew']",461.42164746693004,0.3961385826101249,0.6694411199123178,0.5678955355569179
313,"['std', 'max', 'kurt', 'skew']",493.6653907317827,0.44218242294332905,0.7968364866468726,0.6712261883560847
314,"['std', 'slope', 'kurt', 'skew']",380.8057455108839,0.5251103647028328,0.7671172669156908,0.6322806927950462
315,"['min', '25%', '50%', '75%']",172.6922361528357,0.47988944077158935,0.5263265533332042,0.6657793938055202
316,"['min', '25%', '50%', 'max']",231.56815312985935,0.5006620093699612,0.560385520327756,0.6756124149236853
317,"['min', '25%', '50%', 'slope']",159.08423857719094,0.48378956263109957,0.5357183898078934,0.6741236758605053
318,"['min', '25%', '50%', 'kurt']",194.98278811759582,0.6613167753102922,0.8899718517379506,0.8211611425602873
319,"['min', '25%', '50%', 'skew']",219.72524147041497,0.5947915789260977,0.8406893165887624,0.7338444683818428
320,"['min', '25%', '75%', 'max']",272.1391223191884,0.5222179395711332,0.6381690660827672,0.6409356530512609
321,"['min', '25%', '75%', 'slope']",229.83860990609736,0.4517270175682652,0.5181574012107582,0.6481460488470652
322,"['min', '25%', '75%', 'kurt']",264.67142628447846,0.5890531750415429,0.8728895644299046,0.7993351096425934
323,"['min', '25%', '75%', 'skew']",289.5783967060027,0.5192908089424727,0.8128242182302549,0.702167713322978
324,"['min', '25%', 'max', 'slope']",284.1893590084264,0.4726296062639476,0.5928808801310245,0.6602166393917539
325,"['min', '25%', 'max', 'kurt']",322.8008397972452,0.4831646823300825,0.6139029911936008,0.6674356977466401
326,"['min', '25%', 'max', 'skew']",382.8376166056483,0.47825036214949923,0.8406893165887624,0.7338444683818428
327,"['min', '25%', 'slope', 'kurt']",246.59315150335712,0.613862597254214,0.9007454743711427,0.8236219056683632
328,"['min', '25%', 'slope', 'skew']",271.3706827692827,0.5462381940045017,0.7913515427432581,0.6774701199172972
329,"['min', '25%', 'kurt', 'skew']",297.10100633873003,0.6147673816252706,0.8305331212420575,0.6996477683414626
330,"['min', '50%', '75%', 'max']",288.35394679564325,0.5091274313348841,0.6201478150924307,0.6186280453405553
331,"['min', '50%', '75%', 'slope']",254.5274684606674,0.441388211683854,0.5181574012107582,0.6481460488470653
332,"['min', '50%', '75%', 'kurt']",291.12350749835747,0.5603027315827109,0.8728895644299046,0.7993351096425934
333,"['min', '50%', '75%', 'skew']",313.6594145164459,0.4839433877111728,0.7458501509959596,0.6424289989891692
334,"['min', '50%', 'max', 'slope']",309.03311907188856,0.4589286091699849,0.5928808801310245,0.6602166393917539
335,"['min', '50%', 'max', 'kurt']",347.9490862373029,0.45473757980505664,0.5967270729371503,0.6599516657958142
336,"['min', '50%', 'max', 'skew']",409.69241867138993,0.44649623847653874,0.7608615066327294,0.6546871116457665
337,"['min', '50%', 'slope', 'kurt']",274.9892461297331,0.5817371688828213,0.8667351379091821,0.7769979819228264
338,"['min', '50%', 'slope', 'skew']",298.2602176885045,0.516835644136273,0.7778800794867117,0.66482409273841
339,"['min', '50%', 'kurt', 'skew']",325.55271329658865,0.5814458561623786,0.7968980339346273,0.6699274622985034
340,"['min', '75%', 'max', 'slope']",345.7705499511556,0.4541733367188269,0.6218405702172595,0.6502881025879311
341,"['min', '75%', 'max', 'kurt']",380.3008277474861,0.4567716631744515,0.635237200629902,0.6540005624666305
342,"['min', '75%', 'max', 'skew']",431.9539950464933,0.4048062272201273,0.5866456180682589,0.5958478432583547
343,"['min', '75%', 'slope', 'kurt']",346.88610882885905,0.38932664790079236,0.5172329061947516,0.6478488389394226
344,"['min', '75%', 'slope', 'skew']",375.04329864197007,0.4663349628272195,0.8221465460843641,0.6906288833043164
345,"['min', '75%', 'kurt', 'skew']",399.0520988046551,0.5084444442269608,0.8259104842325087,0.7022047559790525
346,"['min', 'max', 'slope', 'kurt']",392.92560919081683,0.42202352411575195,0.6056607638411524,0.6513289718816125
347,"['min', 'max', 'slope', 'skew']",456.1831455279474,0.40918806814462083,0.7404815793894101,0.6078370074344818
348,"['min', 'max', 'kurt', 'skew']",483.86367759446136,0.4567587089736325,0.8340788652764791,0.7109351846853776
349,"['min', 'slope', 'kurt', 'skew']",372.0324669320935,0.5387642703931081,0.7959747214173237,0.6588165069162535
350,"['25%', '50%', '75%', 'max']",305.38690109229344,0.48493318757736814,0.5731848781116625,0.5491669070719216
351,"['25%', '50%', '75%', 'slope']",259.6465293346339,0.4286278045159996,0.551460792494856,0.6417347573621622
352,"['25%', '50%', '75%', 'kurt']",290.8926974808005,0.5454950209759479,0.7736233289333636,0.6981218649214588
353,"['25%', '50%', '75%', 'skew']",315.1928869063284,0.4705349280635831,0.7075100494161763,0.614038546626059
354,"['25%', '50%', 'max', 'slope']",323.4563977477254,0.4321147151294167,0.4907910079113097,0.5576109248421721
355,"['25%', '50%', 'max', 'kurt']",362.4566611110832,0.4159118959177849,0.5392932755952029,0.610865245439822
356,"['25%', '50%', 'max', 'skew']",410.56303887298344,0.4273341228833788,0.6950375021192651,0.6054269574206923
357,"['25%', '50%', 'slope', 'kurt']",275.82544684483184,0.5662772383669621,0.7683923890048078,0.6762333801257162
358,"['25%', '50%', 'slope', 'skew']",300.13444782789406,0.4977620267420306,0.7002786250549698,0.6031556621227526
359,"['25%', '50%', 'kurt', 'skew']",330.66434546248274,0.5687751858118104,0.8038991661469639,0.6691901878807801
360,"['25%', '75%', 'max', 'slope']",366.6283299130668,0.4241504882551906,0.5933446345125163,0.6519854688917088
361,"['25%', '75%', 'max', 'kurt']",399.1066603924045,0.4278342143052287,0.6078260026496276,0.6096221073854191
362,"['25%', '75%', 'max', 'skew']",444.26750276741524,0.37313016448832104,0.5245900256224642,0.5025083336824964
363,"['25%', '75%', 'slope', 'kurt']",352.8164488893942,0.4952119792206844,0.8005584569821673,0.7059187715439004
364,"['25%', '75%', 'slope', 'skew']",379.95735879801913,0.4432280911258415,0.7510892235628335,0.6210749103360146
365,"['25%', '75%', 'kurt', 'skew']",401.1613457910935,0.4844042367886092,0.7570903972006561,0.6178433788692081
366,"['25%', 'max', 'slope', 'kurt']",406.54327535744335,0.40082236296057655,0.567635781290652,0.5924676546770095
367,"['25%', 'max', 'slope', 'skew']",461.10968017128243,0.3934995341289405,0.6998152946050914,0.5851287580087003
368,"['25%', 'max', 'kurt', 'skew']",492.52378790965577,0.42879660129458436,0.7678013145125622,0.6233477647964865
369,"['25%', 'slope', 'kurt', 'skew']",376.29912158272884,0.5200427417437756,0.752474695947992,0.6223331646971786
370,"['50%', '75%', 'max', 'slope']",378.36686827308654,0.4146802469547979,0.5349917287432854,0.512166857657368
371,"['50%', '75%', 'max', 'kurt']",415.08574120339847,0.4111415890159192,0.5731812986445255,0.5574924579211676
372,"['50%', '75%', 'max', 'skew']",450.77803489518413,0.351251319713408,0.44628175082013494,0.4345193565383484
373,"['50%', '75%', 'slope', 'kurt']",375.9539320049286,0.456115270897847,0.6606553087438952,0.5899927336530464
374,"['50%', '75%', 'slope', 'skew']",398.75765929218085,0.3815198411821702,0.540739177558257,0.5081392585708686
375,"['50%', '75%', 'kurt', 'skew']",426.4355519834077,0.4518999686307779,0.7557823241614877,0.6130791123249721
376,"['50%', 'max', 'slope', 'kurt']",428.96973959589707,0.3787796948053982,0.5199663631730844,0.5583335866655768
377,"['50%', 'max', 'slope', 'skew']",475.8651013283268,0.3353490161743945,0.4780413824018253,0.39725147372277403
378,"['50%', 'max', 'kurt', 'skew']",513.9122484258713,0.39262560921343864,0.7334628104621054,0.584759753947554
379,"['50%', 'slope', 'kurt', 'skew']",401.74047755672774,0.484824952530942,0.7261450776422292,0.6016811941879961
380,"['75%', 'max', 'slope', 'kurt']",466.2965825171558,0.36169736114147905,0.5543892481026579,0.5534895478811946
381,"['75%', 'max', 'slope', 'skew']",505.63113374042933,0.2969433488921403,0.39038127530436134,0.38247778958957346
382,"['75%', 'max', 'kurt', 'skew']",513.8499495041916,0.3419223841706349,0.2814286514836589,0.24051325631206985
383,"['75%', 'slope', 'kurt', 'skew']",479.3941387798801,0.39018150089419334,0.7107484112191723,0.56206241311839
384,"['max', 'slope', 'kurt', 'skew']",523.5047133842531,0.3671506248150605,0.18425269065756164,0.1767863059410897
385,"['mean', 'std', 'min', '25%', '50%']",110.3050937908115,0.5525946408396538,0.5297832449749833,0.6881024429963775
386,"['mean', 'std', 'min', '25%', '75%']",178.6581267392148,0.5008197368063992,0.5300914931595937,0.6881901313403719
387,"['mean', 'std', 'min', '25%', 'max']",237.19944257184557,0.5164540733690365,0.582870995754919,0.6888655458512984
388,"['mean', 'std', 'min', '25%', 'slope']",175.90333714308917,0.4645782063532779,0.5389551567101166,0.6750071924852592
389,"['mean', 'std', 'min', '25%', 'kurt']",200.30267990967104,0.7026195929242817,0.9245973371191627,0.8791823037293219
390,"['mean', 'std', 'min', '25%', 'skew']",225.55219961252214,0.6217942512384803,0.8548522537752142,0.7532367415821775
391,"['mean', 'std', 'min', '50%', '75%']",200.18381201118603,0.4814709027603814,0.5428064303897903,0.6918469856340902
392,"['mean', 'std', 'min', '50%', 'max']",260.8821186653541,0.4970272980681246,0.5705460758092372,0.7001078243738191
393,"['mean', 'std', 'min', '50%', 'slope']",185.37043850136436,0.4799263236075758,0.5449660939394381,0.6766759814240363
394,"['mean', 'std', 'min', '50%', 'kurt']",230.70231052390622,0.6761302572565093,0.9245973371191627,0.8791823037293219
395,"['mean', 'std', 'min', '50%', 'skew']",253.72903950963598,0.5947895098489631,0.8282191237239511,0.7185700595515813
396,"['mean', 'std', 'min', '75%', 'max']",302.69110130824225,0.49017012343322325,0.6084425588905261,0.683523268365721
397,"['mean', 'std', 'min', '75%', 'slope']",259.64383107868116,0.45198077081048127,0.5297059199045742,0.6726844616136126
398,"['mean', 'std', 'min', '75%', 'kurt']",299.13567308924485,0.44707585388902094,0.5317097904732384,0.6886512334036168
399,"['mean', 'std', 'min', '75%', 'skew']",324.45496309931764,0.5372106852697811,0.8282191237239511,0.718570059551581
400,"['mean', 'std', 'min', 'max', 'slope']",317.30858253804683,0.4660441427078758,0.5853366297907039,0.665984032403304
401,"['mean', 'std', 'min', 'max', 'kurt']",355.4020012541843,0.4706084641501477,0.5882611802074351,0.6823080845375842
402,"['mean', 'std', 'min', 'max', 'skew']",415.61892365851435,0.5072113245358498,0.8643215012506573,0.7688433432845607
403,"['mean', 'std', 'min', 'slope', 'kurt']",301.12868915663284,0.39360396756127675,0.5357183898078934,0.6741236758605053
404,"['mean', 'std', 'min', 'slope', 'skew']",307.116923755688,0.5606782397488168,0.8326876861449808,0.7228079671957399
405,"['mean', 'std', 'min', 'kurt', 'skew']",334.09866142359925,0.6099921234751692,0.8551601772423431,0.7431660258102303
406,"['mean', 'std', '25%', '50%', '75%']",210.17512612229444,0.4679828849199604,0.5153179573474215,0.6475903793770635
407,"['mean', 'std', '25%', '50%', 'max']",275.88173116066724,0.4892702179724916,0.560385520327756,0.6756124149236853
408,"['mean', 'std', '25%', '50%', 'slope']",194.03495607983294,0.5038065847477273,0.5816643079259118,0.650604360433796
409,"['mean', 'std', '25%', '50%', 'kurt']",240.2956949948947,0.6626619732546211,0.8899718517379506,0.8211611425602873
410,"['mean', 'std', '25%', '50%', 'skew']",265.08384465801703,0.5804429299931485,0.8128242182302549,0.702167713322978
411,"['mean', 'std', '25%', '75%', 'max']",321.7235043836049,0.4762983069809696,0.6018974693022121,0.6867656281003804
412,"['mean', 'std', '25%', '75%', 'slope']",272.67176810867386,0.4432323752815448,0.5061466749168768,0.6297453310966729
413,"['mean', 'std', '25%', '75%', 'kurt']",310.0890698163848,0.6050323731253033,0.8728895644299046,0.7993351096425934
414,"['mean', 'std', '25%', '75%', 'skew']",335.5008614142873,0.5196864806053094,0.7991220926534919,0.6884873313311075
415,"['mean', 'std', '25%', 'max', 'slope']",335.45868972460534,0.4574949999632163,0.5853366297907039,0.665984032403304
416,"['mean', 'std', '25%', 'max', 'kurt']",372.7250166880103,0.4567344743801927,0.5870314293325807,0.6901805005087913
417,"['mean', 'std', '25%', 'max', 'skew']",430.32794122244746,0.4865597961477058,0.8248328602676549,0.7012300172700191
418,"['mean', 'std', '25%', 'slope', 'kurt']",293.22037620883594,0.6202933475096354,0.8667351379091821,0.7769979819228264
419,"['mean', 'std', '25%', 'slope', 'skew']",318.033074739256,0.5454817449488452,0.8049766432560465,0.691139695844104
420,"['mean', 'std', '25%', 'kurt', 'skew']",344.1598909071006,0.5955551353971231,0.8252949783184426,0.7016027702984876
421,"['mean', 'std', '50%', '75%', 'max']",343.9471831927517,0.45522151109283976,0.5719430368533976,0.679088002308983
422,"['mean', 'std', '50%', '75%', 'slope']",291.06594133443986,0.43738316443552877,0.551460792494856,0.6417347573621621
423,"['mean', 'std', '50%', '75%', 'kurt']",333.24370901719806,0.40156374011163787,0.5172426240100921,0.6329628627268834
424,"['mean', 'std', '50%', '75%', 'skew']",360.8443643366158,0.4923834812922512,0.7589376185147195,0.6529094819220189
425,"['mean', 'std', '50%', 'max', 'slope']",359.10631064530656,0.44243740276168014,0.5636185019758732,0.6379801680894127
426,"['mean', 'std', '50%', 'max', 'kurt']",396.88853670240525,0.43213324647248996,0.5705460758092372,0.7001078243738192
427,"['mean', 'std', '50%', 'max', 'skew']",457.9668656880399,0.4635470782499218,0.8113617756420093,0.6866799762067021
428,"['mean', 'std', '50%', 'slope', 'kurt']",319.4588169464613,0.4030131445083644,0.5192497305534576,0.6329011552769818
429,"['mean', 'std', '50%', 'slope', 'skew']",346.0352687286691,0.5176026404675945,0.7778800794867117,0.6648240927384101
430,"['mean', 'std', '50%', 'kurt', 'skew']",372.19100622941886,0.5732899842917825,0.8252949783184426,0.7016027702984876
431,"['mean', 'std', '75%', 'max', 'slope']",399.835601860853,0.420589789717562,0.5404218482043799,0.6404952705406651
432,"['mean', 'std', '75%', 'max', 'kurt']",438.6994837286297,0.42581012270155477,0.6072038442492868,0.6775855191521476
433,"['mean', 'std', '75%', 'max', 'skew']",494.83131101046587,0.4164056600745726,0.6005141505834022,0.5941773578160214
434,"['mean', 'std', '75%', 'slope', 'kurt']",390.00672153897466,0.39053818609062096,0.5176180902252753,0.6479762917094998
435,"['mean', 'std', '75%', 'slope', 'skew']",421.85815076473074,0.4811948332773235,0.830224947394585,0.7001460826505598
436,"['mean', 'std', '75%', 'kurt', 'skew']",444.8514535557449,0.51827653806911,0.8248334476892624,0.7024124729822733
437,"['mean', 'std', 'max', 'slope', 'kurt']",448.23669806034724,0.405951731483985,0.5758690436531338,0.6417188946263889
438,"['mean', 'std', 'max', 'slope', 'skew']",506.4462778533821,0.4389971715444955,0.8154467098169639,0.6884901545732495
439,"['mean', 'std', 'max', 'kurt', 'skew']",533.8760200474,0.4755803828677433,0.8376122106781659,0.7246367469131526
440,"['mean', 'std', 'slope', 'kurt', 'skew']",421.5294082855272,0.5356102946245763,0.7908125925780561,0.6561174330261388
441,"['mean', 'min', '25%', '50%', '75%']",194.61874736614442,0.4809654948070433,0.5170903895399959,0.6480784131396715
442,"['mean', 'min', '25%', '50%', 'max']",261.77956970156276,0.4977478137973239,0.5741674345966848,0.701216416343001
443,"['mean', 'min', '25%', '50%', 'slope']",181.9780633018013,0.5009030902494622,0.5477621492055852,0.6406870946267919
444,"['mean', 'min', '25%', '50%', 'kurt']",234.04637588203204,0.4808619815168029,0.5172329061947516,0.6478488389394226
445,"['mean', 'min', '25%', '50%', 'skew']",250.11836011921798,0.5939753534459066,0.8128242182302549,0.702167713322978
446,"['mean', 'min', '25%', '75%', 'max']",307.62445780824766,0.4742345895145057,0.5859557836474375,0.7048759695195578
447,"['mean', 'min', '25%', '75%', 'slope']",259.84488354931494,0.4471530946144041,0.5053762985265642,0.6294920235890381
448,"['mean', 'min', '25%', '75%', 'kurt']",294.9609269715451,0.6183873003655348,0.8728895644299046,0.7993351096425934
449,"['mean', 'min', '25%', '75%', 'skew']",319.3341084906586,0.5339815755918543,0.8128242182302549,0.702167713322978
450,"['mean', 'min', '25%', 'max', 'slope']",322.7652260698284,0.4661552207824504,0.5896511174989107,0.66734872106252
451,"['mean', 'min', '25%', 'max', 'kurt']",359.0038715129489,0.46615081841760525,0.5859557836474375,0.7048759695195578
452,"['mean', 'min', '25%', 'max', 'skew']",415.1562446458061,0.4958586475268,0.8266799654317921,0.7171362419052801
453,"['mean', 'min', '25%', 'slope', 'kurt']",281.433629779921,0.6338392530740949,0.8667351379091821,0.7769979819228264
454,"['mean', 'min', '25%', 'slope', 'skew']",305.21376224235655,0.5596678471716958,0.8187553636128998,0.7061012888058217
455,"['mean', 'min', '25%', 'kurt', 'skew']",330.56284830203646,0.6100193562431154,0.8259104842325087,0.7022047559790525
456,"['mean', 'min', '50%', '75%', 'max']",330.3498669496091,0.44248973053671986,0.5374893461753737,0.690308239818927
457,"['mean', 'min', '50%', '75%', 'slope']",276.7206748758692,0.44932776744363984,0.5553134857671267,0.6428348950990036
458,"['mean', 'min', '50%', '75%', 'kurt']",318.0442162204196,0.4137622973667483,0.519246101608934,0.6335355947683666
459,"['mean', 'min', '50%', '75%', 'skew']",344.32855723317437,0.5040322181112916,0.7608615066327294,0.6546871116457664
460,"['mean', 'min', '50%', 'max', 'slope']",345.87379276219156,0.4492064383246279,0.5722414250137529,0.6698526532057082
461,"['mean', 'min', '50%', 'max', 'kurt']",382.7417880288059,0.44374870348757817,0.5705460758092372,0.7001078243738191
462,"['mean', 'min', '50%', 'max', 'skew']",440.2602305237816,0.4718962919572043,0.7740257222689222,0.665720844340179
463,"['mean', 'min', '50%', 'slope', 'kurt']",306.99717393948447,0.4257887469850748,0.5345081986431118,0.6370016706167566
464,"['mean', 'min', '50%', 'slope', 'skew']",332.9762446716172,0.5392436261733443,0.8187553636128998,0.7061012888058216
465,"['mean', 'min', '50%', 'kurt', 'skew']",358.6197891977567,0.5883375032784792,0.8252949783184426,0.7016027702984876
466,"['mean', 'min', '75%', 'max', 'slope']",387.0315154114661,0.4365372982090701,0.5598376671789982,0.6465621882953578
467,"['mean', 'min', '75%', 'max', 'kurt']",427.5061884051739,0.4270127230661504,0.5987357644285785,0.6802483484099477
468,"['mean', 'min', '75%', 'max', 'skew']",490.7500487584679,0.4241082206758305,0.612293983483641,0.6071509565976825
469,"['mean', 'min', '75%', 'slope', 'kurt']",377.6777467853907,0.394512317440351,0.5170018496361668,0.6477636033706675
470,"['mean', 'min', '75%', 'slope', 'skew']",405.82293105854205,0.48613161420823087,0.8326876861449808,0.7228079671957398
471,"['mean', 'min', '75%', 'kurt', 'skew']",431.10195922237017,0.5281264581739133,0.8394581988489621,0.7184191922865962
472,"['mean', 'min', 'max', 'slope', 'kurt']",437.6710075075222,0.41872767869455957,0.5758690436531338,0.6417188946263888
473,"['mean', 'min', 'max', 'slope', 'skew']",495.0869446178718,0.4477275314813889,0.8154467098169639,0.6884901545732496
474,"['mean', 'min', 'max', 'kurt', 'skew']",520.5404941768057,0.48906116044991643,0.8376122106781659,0.7246367469131527
475,"['mean', 'min', 'slope', 'kurt', 'skew']",409.51565827261925,0.5517083761299073,0.8171393482574947,0.6835487493099688
476,"['mean', '25%', '50%', '75%', 'max']",337.0426094443778,0.43109866860506085,0.5087675655705528,0.6457996344884386
477,"['mean', '25%', '50%', '75%', 'slope']",279.15586552596005,0.4461866339874944,0.5343652800923797,0.6240117744069371
478,"['mean', '25%', '50%', '75%', 'kurt']",322.86085685971125,0.406994547696211,0.5153932585629368,0.6324341338482002
479,"['mean', '25%', '50%', '75%', 'skew']",347.3266626040917,0.49286592479062363,0.7329163895972413,0.6324948760507118
480,"['mean', '25%', '50%', 'max', 'slope']",358.4785611678344,0.4359244224186957,0.5477621492055852,0.6406870946267917
481,"['mean', '25%', '50%', 'max', 'kurt']",393.4164617548716,0.42853113080155286,0.540527038488638,0.6418533037083956
482,"['mean', '25%', '50%', 'max', 'skew']",443.23426777941296,0.45552676272308923,0.7201363504468892,0.6230476352815476
483,"['mean', '25%', '50%', 'slope', 'kurt']",308.4520149985926,0.4358204051503419,0.5497763434138329,0.6283353994709483
484,"['mean', '25%', '50%', 'slope', 'skew']",339.52030640503676,0.516597586174218,0.75078205268157,0.6329155726544099
485,"['mean', '25%', '50%', 'kurt', 'skew']",363.63514847821676,0.5755776821728895,0.7975830246188675,0.6609760313941995
486,"['mean', '25%', '75%', 'max', 'slope']",400.4358361809409,0.4125648922925026,0.5237153800774645,0.6348149724268721
487,"['mean', '25%', '75%', 'max', 'kurt']",439.56521857615314,0.38873506034637617,0.5210975855289087,0.6491873361518881
488,"['mean', '25%', '75%', 'max', 'skew']",505.9234197779879,0.40736151124369346,0.6002880500212996,0.5806104248150967
489,"['mean', '25%', '75%', 'slope', 'kurt']",385.58691364502283,0.387420132188947,0.4936738643721043,0.6135060576582014
490,"['mean', '25%', '75%', 'slope', 'skew']",414.6127942541668,0.47651917422660994,0.7886576082484703,0.6421562013930415
491,"['mean', '25%', '75%', 'kurt', 'skew']",434.1235216570908,0.5111479126996877,0.7712551762105083,0.6369526298840796
492,"['mean', '25%', 'max', 'slope', 'kurt']",449.27640708292955,0.4034884692757355,0.5403866792885617,0.6142319287885543
493,"['mean', '25%', 'max', 'slope', 'skew']",501.6424613691526,0.42955758610744765,0.7513981331073594,0.6419402704153397
494,"['mean', '25%', 'max', 'kurt', 'skew']",525.7751932275082,0.47286076353288903,0.7885048628946095,0.6483501931702502
495,"['mean', '25%', 'slope', 'kurt', 'skew']",414.1636548971259,0.5372934570285998,0.77787964496179,0.6440610884760176
496,"['mean', '50%', '75%', 'max', 'slope']",421.9522808744607,0.3973465207159433,0.5136980082404307,0.6319489828311031
497,"['mean', '50%', '75%', 'max', 'kurt']",459.5783355245802,0.3647267962042245,0.5107698635687652,0.6311079074131553
498,"['mean', '50%', '75%', 'max', 'skew']",518.0906637643488,0.3917062245804938,0.5462360541061847,0.5104354704607211
499,"['mean', '50%', '75%', 'slope', 'kurt']",404.7255793986349,0.3683901098194932,0.5375905812637155,0.6378490380834285
500,"['mean', '50%', '75%', 'slope', 'skew']",439.4642736510472,0.4502737644801355,0.7626374344546676,0.6171268698325655
501,"['mean', '50%', '75%', 'kurt', 'skew']",459.5762880452022,0.48757664005030815,0.7585524770862158,0.6258761943164758
502,"['mean', '50%', 'max', 'slope', 'kurt']",473.7961277094486,0.3841054972861112,0.5343652800923797,0.6240117744069371
503,"['mean', '50%', 'max', 'slope', 'skew']",525.3789210632773,0.4012068245783184,0.6993531358742718,0.5646155856227526
504,"['mean', '50%', 'max', 'kurt', 'skew']",549.8538007971205,0.4500910348804753,0.7600226088253109,0.612211394188216
505,"['mean', '50%', 'slope', 'kurt', 'skew']",440.6817691186021,0.5172005047082411,0.7775719723251309,0.644440431816093
506,"['mean', '75%', 'max', 'slope', 'kurt']",517.0111032280685,0.3700807508621566,0.5465173820804021,0.6276606838006921
