,0,1,2,3,4,5,6,7,8,9,10,11
0,0.4537406092591552,0.5451647027956186,0.6255952866790316,0.10321242501264896,-1.1850807448800498,-1.6280653772774851,-1.7600465857178726,-1.4725313587699715,-0.7443322229103655,-0.5240953945231224,-0.16517899884562312,0.11666170574669125
1,0.3314354065902253,0.4814583052183604,0.5881224139184382,0.6598595289977226,0.7047963526295791,0.7395450890036,0.7536022726561223,0.7663819460401096,0.7921538302946202,0.7991355724598709,0.7998097505085613,0.8200899403528924
2,0.8298620940349258,0.8351458216572037,0.8347321734307191,0.8434530664266588,0.8483208604731346,0.8402375799368039,0.8371980653444036,0.8229763365410143,0.8111702219663222,0.8308905012278431,0.8409551796225285,0.8427903151245569
3,0.8465046607225956,0.8560064902282047,0.85831926373761,-1.189721666066997,-1.7001910017407609,-1.761202972472575,-1.8037401793209575,-1.3815378903406377,-0.520975892704606,0.11194245940585906,0.31161114393475364,0.4631892227735118
4,0.5786656384422331,0.6565777673776573,0.649582313116501,-0.46981606288094074,-1.461803929073184,-1.7013702419886394,-1.7013199643036523,-1.5633465699525328,-0.8700287207273685,-0.577901658856562,-0.30126926535904497,0.008946336360520066
5,0.2578587485495144,0.4197561589926325,0.5027303366665281,0.3466066980350749,-1.3326679805332018,-1.8875987871807618,-1.7394670151129363,-1.6594455087573725,-0.994443137577201,-0.05454295303156673,0.2570827092169541,0.4104479312220711
6,0.5502762130228922,0.6335688704481182,0.6810104369320578,-0.6310634546824403,-1.4753537651772006,-1.7733016117599192,-1.8110464410893066,-1.4718000469883412,-1.2018568709434228,-0.41213156075554347,0.05624392583745134,0.2857684138513975
7,0.4617615324069634,0.5796849042378802,0.67615406963217,0.723412808170702,0.7594253427173525,0.7883098727424265,0.8030618025874978,0.8030183809504634,0.8047621024797876,0.8392000313466162,0.8466114191835745,0.8591716990330727
8,0.8873010843479188,0.8774270693820155,0.8803340337139953,0.8845619299515448,0.8742070121935253,0.869179243694818,0.8614913285904308,0.8614981846383835,0.8580358804222279,0.8640417784288656,0.8733042992130753,0.8820434750035557
9,0.8842648345402575,0.8829301905387827,0.8873043491326583,0.8886001421957342,0.8897199633613552,0.8597841726501879,0.8489081952477568,0.8488510615148167,0.8264957744901092,0.8596447663418145,0.8639092281684455,0.8709343919707303
